Facility Name,Email,Division,District,Reporting Date,Status,Verified,Suspected cases,Confirmed cases,Suspected deaths,Confirmed deaths,Admitted,Discharged,Serum samples sent,,,,,,,,,,
Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,Khulna,Bagerhat,4/17/2026,,,1,1,0,0,1,7,,,,,,,,,,,
Bandarban Civil Surgeon Office,bandarban@cs.dghs.gov.bd,Chattogram,Bandarban,4/17/2026,,,3,0,0,0,3,2,,,,,,,,,,,
Bangladesh medical University,bmu@example.com,Dhaka,Dhaka,4/17/2026,,,6,6,0,0,6,3,,,,,,,,,,,
Barguna Civil Surgeon Office,barguna@cs.dghs.gov.bd,Barisal,Barguna,4/17/2026,,,33,0,0,2,11,12,,,,,,,,,,,
Barisal Civil Surgeon Office,barisal@cs.dghs.gov.bd,Barisal,Barisal,4/17/2026,,,9,0,0,0,9,15,,,,,,,,,,,
Bhola Civil Surgeon Office,bhola@cs.dghs.gov.bd,Barisal,Bhola,4/17/2026,,,8,0,0,0,8,3,,,,,,,,,,,
BIRDEM Women & Children Hospital,birdem-2@dab-bd.org,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,Rajshahi,Bogura,4/17/2026,,,4,0,0,0,7,9,,,,,,,,,,,
Brahmanbaria Civil Surgeon Office,brahmanbaria@cs.dghs.gov.bd,Chattogram,Brahmanbaria,4/17/2026,,,10,0,0,0,10,0,,,,,,,,,,,
BRB Hospital Ltd,rasel.hr@brbhospital.com,Dhaka,Dhaka,4/17/2026,,,7,0,0,0,3,1,,,,,,,,,,,
Central Police Hospital Rajarbag Dhaka,unkown@cph.gov.bd,Dhaka,Dhaka,4/17/2026,,,1,1,0,0,1,0,,,,,,,,,,,
Chandpur Civil Surgeon Office,chandpur@cs.dghs.gov.bd,Chattogram,Chandpur,4/17/2026,,,12,0,0,0,10,13,,,,,,,,,,,
chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,Rajshahi,chapainawabganj,4/17/2026,,,23,0,0,0,23,29,,,,,,,,,,,
Chattogram Civil Surgeon Office,chittagong@cs.dghs.gov.bd,Chattogram,Chattogram,4/17/2026,,,15,0,0,0,15,20,,,,,,,,,,,
Chuadanga Civil Surgeon Office,chuadanga@cs.dghs.gov.bd,Khulna,Chuadanga,4/17/2026,,,1,0,0,0,1,1,,,,,,,,,,,
Cox's Bazar Civil Surgeon Office,coxsbazar@cs.dghs.gov.bd,Chattogram,Cox's Bazar,4/17/2026,,,35,0,0,0,35,27,,,,,,,,,,,
cumilla Civil Surgeon Office,cumilla@cs.dghs.gov.bd,Chattogram,cumilla,4/17/2026,,,20,0,0,0,20,22,,,,,,,,,,,
DELTA HOSPITAL LIMITED,amiruldelta@gmail.com,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,11,0,0,0,9,8,,,,,,,,,,,
Dhaka medical College hospital,dmch@hospi.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,7,7,0,0,7,4,,,,,,,,,,,
Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,Rangpur,Dinajpur,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,206,19,1,0,121,73,,,,,,,,,,,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",mrkhan.shishu@gmail.com,Dhaka,Dhaka,4/17/2026,,,36,36,0,0,10,7,,,,,,,,,,,
Enam Medical College & Hospital,info@emch.com.bd,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,7,4,,,,,,,,,,,
Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,Dhaka,Faridpur,4/17/2026,,,23,0,0,0,21,22,,,,,,,,,,,
Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,Chattogram,Feni,4/17/2026,,,1,0,0,0,2,4,,,,,,,,,,,
Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,Rangpur,Gaibandha,4/17/2026,,,3,0,0,0,1,1,,,,,,,,,,,
Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,Dhaka,Gazipur,4/17/2026,,,14,0,0,0,14,21,,,,,,,,,,,
Gopalganj  Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,Dhaka,Gopalganj  ,4/17/2026,,,20,0,0,0,18,8,,,,,,,,,,,
Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,Sylhet,Habiganj,4/17/2026,,,9,0,0,0,9,2,,,,,,,,,,,
Hi-Care General Hospital Ltd.,hicare13@gmail.com,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",kidh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,31,14,0,0,21,10,,,,,,,,,,,
Insaf Barakah Kidney & General Hospital,insafbarakah@gmail.com,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,Mymensingh,Jamalpur,4/17/2026,,,3,0,0,0,3,5,,,,,,,,,,,
Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,Khulna,Jashore,4/17/2026,,,14,0,0,0,13,20,,,,,,,,,,,
Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,Barisal,Jhalakathi,4/17/2026,,,9,0,0,0,6,4,,,,,,,,,,,
Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,Khulna,Jhenaidah,4/17/2026,,,4,0,0,0,4,2,,,,,,,,,,,
Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,Rajshahi,Joypurhat,4/17/2026,,,5,0,0,0,4,5,,,,,,,,,,,
Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,Rangpur,Rangpur,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khagrachhari Civil Surgeon Office,khagrachhari@cs.dghs.gov.bd,Chattogram,Khagrachhari,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khulna Civil Surgeon Office,khulna@cs.dghs.gov.bd,Khulna,Khulna,4/17/2026,,,9,0,0,0,9,9,,,,,,,,,,,
Kishoreganj Civil Surgeon Office,kishoreganj@cs.dghs.gov.bd,Dhaka,Kishoreganj,4/17/2026,,,29,0,0,0,21,18,,,,,,,,,,,
Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,Rangpur,Kurigram,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Kurmitola General Hospital,curmitolahospital@hospi.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,3,0,0,0,3,5,,,,,,,,,,,
Kushtia Civil Surgeon Office,kushtia@cs.dghs.gov.bd,Khulna,Kushtia,4/17/2026,,,21,0,0,0,21,57,,,,,,,,,,,
Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,Chattogram,Lakshmipur,4/17/2026,,,15,0,0,0,15,16,,,,,,,,,,,
Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,Rangpur,Lalmonirhat,4/17/2026,,,4,0,0,0,1,1,,,,,,,,,,,
Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,Dhaka,Madaripur,4/17/2026,,,13,0,0,0,10,19,,,,,,,,,,,
Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,Khulna,Magura,4/17/2026,,,10,0,0,0,10,15,,,,,,,,,,,
Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,Dhaka,Manikganj,4/17/2026,,,8,0,1,0,8,18,,,,,,,,,,,
Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,Khulna,Meherpur,4/17/2026,,,6,0,0,0,3,1,,,,,,,,,,,
moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,Sylhet,moulvibazar,4/17/2026,,,9,0,0,0,9,3,,,,,,,,,,,
"Mugda Medical College Hospital, Dhaka",first@hospi.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,15,0,0,0,15,13,,,,,,,,,,,
Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,Dhaka,Munshiganj,4/17/2026,,,6,0,0,0,3,5,,,,,,,,,,,
Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,Mymensingh,Mymensingh,4/17/2026,,,1,0,0,0,0,0,,,,,,,,,,,
Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,Rajshahi,Naogaon,4/17/2026,,,13,0,0,0,9,4,,,,,,,,,,,
Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,Khulna,Narail,4/17/2026,,,7,0,0,0,7,4,,,,,,,,,,,
Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,Dhaka,Narayanganj,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,Dhaka,Narsingdi,4/17/2026,,,7,7,0,0,7,12,,,,,,,,,,,
Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,Rajshahi,Natore,4/17/2026,,,7,0,0,0,3,5,,,,,,,,,,,
Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,Mymensingh,Netrokona,4/17/2026,,,9,0,0,0,9,6,,,,,,,,,,,
Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,Rangpur,Nilphamari,4/17/2026,,,5,0,0,0,1,1,,,,,,,,,,,
Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,Chattogram,Noakhali,4/17/2026,,,26,0,0,0,23,11,,,,,,,,,,,
Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,Rajshahi,Pabna,4/17/2026,,,20,0,0,0,20,11,,,,,,,,,,,
Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,Rangpur,Panchagarh,4/17/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,Barisal,Patuakhali,4/17/2026,,,21,0,0,0,21,30,,,,,,,,,,,
Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,Barisal,Pirojpur,4/17/2026,,,8,1,0,0,5,6,,,,,,,,,,,
Popular Medical College And Hospital Ltd,pmchcoordinator@yahoo.com,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,Dhaka,Rajbari,4/17/2026,,,6,0,0,0,6,4,,,,,,,,,,,
Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,Rajshahi,Rajshahi,4/17/2026,,,5,0,0,0,5,0,,,,,,,,,,,
Rajshahi Medical college Hospital,rajshahimch@hospi.dghs.gov.bd,Rajshahi,Rajshahi,4/17/2026,,,135,0,0,0,14,24,,,,,,,,,,,
Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,Chattogram,Rangamati,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,Rangpur,Rangpur,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,Khulna,Satkhira,4/17/2026,,,4,0,0,0,4,2,,,,,,,,,,,
Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,25,19,0,0,21,29,,,,,,,,,,,
Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,Dhaka,Shariatpur,4/17/2026,,,9,0,0,0,6,3,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/17/2026,,,2,0,0,0,0,0,,,,,,,,,,,
Sir Salimullah Medical College Mitford Hospital Dhaka,mitford@hospi.dghs.gov.bd,Dhaka,Dhaka,4/17/2026,,,13,0,0,0,0,0,,,,,,,,,,,
Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,Rajshahi,Sirajganj,4/17/2026,,,5,5,0,0,5,2,,,,,,,,,,,
Square Hospital Lt,muktadir@squarehospital.com,Dhaka,Dhaka,4/17/2026,,,1,1,0,0,1,1,,,,,,,,,,,
Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,Sylhet,Sunamganj,4/17/2026,,,21,0,0,0,11,18,,,,,,,,,,,
Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,Sylhet,Sylhet,4/17/2026,,,14,0,0,0,11,3,,,,,,,,,,,
Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,Dhaka,Tangail,4/17/2026,,,18,1,0,0,16,19,,,,,,,,,,,
Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,Rangpur,Thakurgaon,4/17/2026,,,1,0,0,0,1,1,,,,,,,,,,,
Universal medical college hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/17/2026,,,0,1,0,1,0,2,,,,,,,,,,,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",mdshihab886@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,2,0,,,,,,,,,,,
Aichi Hospital Ltd.,sabik.aichi@gmail.com,Dhaka,Dhaka,4/18/2026,,,1,0,0,0,0,4,,,,,,,,,,,
AMZ Hospital Ltd.,amzhospitalltd.mis10699@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Anwer Khan Modern Medical College Hospital,akmmchcovid19@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,8,0,0,1,1,,,,,,,,,,,
Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,Khulna,Bagerhat,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bandarban Civil Surgeon Office,bandarban@cs.dghs.gov.bd,Chattogram,Bandarban,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bangladesh medical University,bmu@example.com,Dhaka,Dhaka,4/18/2026,,,8,8,0,0,8,0,,,,,,,,,,,
Bangladesh Shishu Hospital & Institute,epiddsh@gmail.com,Dhaka,Dhaka,4/18/2026,,,5,0,0,0,5,0,,,,,,,,,,,
Bangladesh Specialized Hospital PLC,bshl.dhaka@gmail.com,Dhaka,Dhaka,4/18/2026,,,2,1,0,0,2,0,,,,,,,,,,,
Barguna Civil Surgeon Office,barguna@cs.dghs.gov.bd,Barisal,Barguna,4/18/2026,,,28,0,2,-2,10,2,,,,,,,,,,,
Barisal Civil Surgeon Office,barisal@cs.dghs.gov.bd,Barisal,Barisal,4/18/2026,,,1,0,0,0,2,4,,,,,,,,,,,
Bhola Civil Surgeon Office,bhola@cs.dghs.gov.bd,Barisal,Bhola,4/18/2026,,,4,0,0,0,4,8,,,,,,,,,,,
BIRDEM Women & Children Hospital,birdem-2@dab-bd.org,Dhaka,Dhaka,4/18/2026,,,1,1,0,0,1,0,,,,,,,,,,,
Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,Rajshahi,Bogura,4/18/2026,,,0,0,0,0,2,3,,,,,,,,,,,
Brahmanbaria Civil Surgeon Office,brahmanbaria@cs.dghs.gov.bd,Chattogram,Brahmanbaria,4/18/2026,,,6,0,0,0,6,3,,,,,,,,,,,
Central Police Hospital Rajarbag Dhaka,unkown@cph.gov.bd,Dhaka,Dhaka,4/18/2026,,,0,3,0,0,0,0,,,,,,,,,,,
Chandpur Civil Surgeon Office,chandpur@cs.dghs.gov.bd,Chattogram,Chandpur,4/18/2026,,,10,0,0,0,10,5,,,,,,,,,,,
chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,Rajshahi,chapainawabganj,4/18/2026,,,34,0,0,0,34,17,,,,,,,,,,,
Chattogram Civil Surgeon Office,chittagong@cs.dghs.gov.bd,Chattogram,Chattogram,4/18/2026,,,8,2,0,0,8,4,,,,,,,,,,,
Chuadanga Civil Surgeon Office,chuadanga@cs.dghs.gov.bd,Khulna,Chuadanga,4/18/2026,,,1,0,0,0,1,1,,,,,,,,,,,
City Hospital Ltd.,cityhosp.bd@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Continental Hospital,continental@example.com,Dhaka,Dhaka,4/18/2026,,,1,1,0,0,1,0,,,,,,,,,,,
Cox's Bazar Civil Surgeon Office,coxsbazar@cs.dghs.gov.bd,Chattogram,Cox's Bazar,4/18/2026,,,23,0,0,0,23,9,,,,,,,,,,,
Cumilla Civil Surgeon Office,cumilla@cs.dghs.gov.bd,Chattogram,Cumilla,4/18/2026,,,15,0,0,0,15,21,,,,,,,,,,,
DELTA HOSPITAL LIMITED,amiruldelta@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,4,0,0,0,4,2,,,,,,,,,,,
Dhaka medical College hospital,dmch@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,Rangpur,Dinajpur,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,205,10,0,0,109,132,,,,,,,,,,,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",mrkhan.shishu@gmail.com,Dhaka,Dhaka,4/18/2026,,,26,26,0,0,4,4,,,,,,,,,,,
Enam Medical College & Hospital,info@emch.com.bd,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,3,1,,,,,,,,,,,
Evercare Hospital Dhaka,mrdept@evercarebd.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,Dhaka,Faridpur,4/18/2026,,,16,0,1,0,16,3,,,,,,,,,,,
Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,Chattogram,Feni,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,Rangpur,Gaibandha,4/18/2026,,,2,0,0,0,2,1,,,,,,,,,,,
Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,Dhaka,Gazipur,4/18/2026,,,13,0,0,0,13,4,,,,,,,,,,,
Gopalganj  Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,Dhaka,Gopalganj  ,4/18/2026,,,20,0,0,0,18,18,,,,,,,,,,,
Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,Sylhet,Habiganj,4/18/2026,,,9,0,0,0,9,2,,,,,,,,,,,
Hi-Care General Hospital Ltd.,hicare13@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Holy Family Red Crescent Medical College Hospital,hfrcmchdhaka@yahoo.com,Dhaka,Dhaka,4/18/2026,,,0,4,0,0,0,2,,,,,,,,,,,
Ibn Sina Hospital,ibnsinahospitaldhanmondidengue@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Ibn Sina Medical College Hospital,ismchoffice@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",kidh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,11,0,0,0,3,2,,,,,,,,,,,
Insaf Barakah Kidney & General Hospital,insafbarakah@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,Mymensingh,Jamalpur,4/18/2026,,,0,0,0,0,0,2,,,,,,,,,,,
Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,Khulna,Jashore,4/18/2026,,,11,1,0,0,10,14,,,,,,,,,,,
Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,Barisal,Jhalakathi,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,Khulna,Jhenaidah,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,Rajshahi,Joypurhat,4/18/2026,,,3,0,0,0,3,1,,,,,,,,,,,
Khagrachhari Civil Surgeon Office,khagrachhari@cs.dghs.gov.bd,Chattogram,Khagrachhari,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khidmah Hospital (Pvt.) Ltd.,info@khidmahhospital.com,Dhaka,Dhaka,4/18/2026,,,1,0,1,0,1,0,,,,,,,,,,,
Khulna Civil Surgeon Office,khulna@cs.dghs.gov.bd,Khulna,Khulna,4/18/2026,,,8,0,0,0,8,17,,,,,,,,,,,
Kishoreganj Civil Surgeon Office,kishoreganj@cs.dghs.gov.bd,Dhaka,Kishoreganj,4/18/2026,,,20,0,0,0,20,15,,,,,,,,,,,
Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,Rangpur,Kurigram,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Kurmitola General Hospital,curmitolahospital@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,1,0,0,0,1,1,,,,,,,,,,,
Kushtia Civil Surgeon Office,kushtia@cs.dghs.gov.bd,Khulna,Kushtia,4/18/2026,,,17,0,0,0,17,29,,,,,,,,,,,
Kuwait Bangladesh Friendship Govt. Hospital,kbfgh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,2,0,0,0,4,1,,,,,,,,,,,
Labaid Hospital,shankarpanday144@gmail.com,Dhaka,Dhaka,4/18/2026,,,3,3,0,0,3,1,,,,,,,,,,,
Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,Chattogram,Lakshmipur,4/18/2026,,,11,0,0,0,11,4,,,,,,,,,,,
Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,Rangpur,Lalmonirhat,4/18/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,Dhaka,Madaripur,4/18/2026,,,12,0,0,0,12,8,,,,,,,,,,,
Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,Khulna,Magura,4/18/2026,,,8,0,0,0,8,7,,,,,,,,,,,
Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,Dhaka,Manikganj,4/18/2026,,,11,0,0,0,11,15,,,,,,,,,,,
Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,Khulna,Meherpur,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Millennium Specialized Hospital Ltd.,infomshl99@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,Sylhet,Mkulvibazar,4/18/2026,,,14,0,0,0,14,30,,,,,,,,,,,
Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,Dhaka,Munshiganj,4/18/2026,,,2,0,0,0,2,2,,,,,,,,,,,
Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,Mymensingh,Mymensingh,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,Rajshahi,Naogaon,4/18/2026,,,0,0,0,0,0,4,,,,,,,,,,,
Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,Khulna,Narail,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,Dhaka,Narayanganj,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,Dhaka,Narsingdi,4/18/2026,,,18,0,0,0,18,7,,,,,,,,,,,
"National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),",nitor@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,Rajshahi,Natore,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,Mymensingh,Netrokona,4/18/2026,,,5,0,0,0,5,0,,,,,,,,,,,
Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,Rangpur,Nilphamari,4/18/2026,,,0,0,0,0,0,2,,,,,,,,,,,
Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,Chattogram,Noakhali,4/18/2026,,,19,0,0,0,19,18,,,,,,,,,,,
Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,Rajshahi,Pabna,4/18/2026,,,20,0,0,0,20,11,,,,,,,,,,,
Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,Rangpur,Panchagarh,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,Barisal,Patuakhali,4/18/2026,,,17,0,0,0,17,14,,,,,,,,,,,
Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,Barisal,Pirojpur,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Popular Medical College And Hospital Ltd.,pmchcoordinator@yahoo.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,Dhaka,Rajbari,4/18/2026,,,3,0,0,0,3,1,,,,,,,,,,,
Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,Rajshahi,Rajshahi,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,Rajshahi,Rajshahi,4/18/2026,,,149,0,0,0,24,10,,,,,,,,,,,
Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,Chattogram,Rangamati,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,Rangpur,Rangpur,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
